PLT_IND_DTM,RELATED_SCAN_WC,WORK_CENTRE_NAME_EN,TOTAL_PROCESSED,PROCESSED_OT,PROCESSED_LATE
2021/06/03,862380,TORONTO GW BMF / EUS SS 1023,1,0,1
2022/05/03,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2588,1765,238
2022/05/20,990715,ST. JOHN'S / ILS OH4011,3,0,0
2021/11/17,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,1,0
2022/04/21,990715,ST. JOHN'S / ILS OH4011,1,0,0
2022/10/24,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,318,293,16
2022/06/08,990715,ST. JOHN'S / ILS OH4011,5,0,0
2022/08/10,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,874,627,83
2022/06/29,800509,TORONTO GW BMF / LPS 1021,18790,16094,2242
2021/11/09,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,6,6,0
2022/07/13,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,850,550,142
2023/05/03,800509,TORONTO GW BMF / LPS 1021,26739,20095,5995
2023/02/08,990706,BSS 1330 ST JOHN'S ORIGINATING,560,337,31
2023/04/25,990715,ST. JOHN'S / ILS OH4011,18,0,0
2022/12/28,862380,TORONTO GW BMF / EUS SS 1023,19750,18030,1016
2023/04/27,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1495,1062,123
2022/04/14,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,0,0
2021/11/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2,2,0
2021/11/25,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,5,4,0
2022/08/30,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1455,1035,65
2023/05/25,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,2,1,0
2022/12/22,990706,BSS 1330 ST JOHN'S ORIGINATING,491,377,28
2022/04/21,990706,BSS 1330 ST JOHN'S ORIGINATING,4,0,1
2021/12/23,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,6,5,0
2022/05/30,800509,TORONTO GW BMF / LPS 1021,14277,12588,1230
2021/12/28,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,1,0
2022/12/15,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2218,1846,122
2022/08/31,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1081,828,65
2022/10/19,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1648,1084,243
2022/08/31,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,896,600,93
2022/03/23,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,0,1
2022/03/29,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,0,1
2023/04/12,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,3017,1331,513
2022/12/14,990706,BSS 1330 ST JOHN'S ORIGINATING,638,401,179
2023/04/27,800509,TORONTO GW BMF / LPS 1021,26162,22718,2718
2023/03/13,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1277,1221,26
2022/11/10,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,594,313,76
2021/08/12,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,0,0
2021/11/29,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2,0,1
2021/11/03,862380,TORONTO GW BMF / EUS SS 1023,5,1,0
2022/07/21,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1423,1016,31
2022/12/05,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1935,1735,96
2023/05/05,990715,ST. JOHN'S / ILS OH4011,2,0,0
2022/11/23,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1463,956,420
2021/06/09,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,0,0
2021/12/22,800214,ST JOHN'S / ILC 1240,2,0,0
2022/12/26,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,1,0
2022/07/26,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1760,1519,49
2023/02/07,862380,TORONTO GW BMF / EUS SS 1023,22283,15493,5828
2023/05/09,990706,BSS 1330 ST JOHN'S ORIGINATING,1000,495,20
2022/01/05,862380,TORONTO GW BMF / EUS SS 1023,6,4,2
2022/11/25,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2247,1710,289
2022/06/16,862380,TORONTO GW BMF / EUS SS 1023,26737,21709,2958
2022/11/10,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1495,912,195
2022/01/03,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,2,2,0
2023/01/12,800509,TORONTO GW BMF / LPS 1021,20919,18126,2101
2022/12/13,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,3086,1744,846
2023/01/20,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,350,269,57
2022/11/30,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1094,471,458
2022/09/30,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,70,6,57
2022/09/19,862380,TORONTO GW BMF / EUS SS 1023,4761,4083,597
2022/12/21,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1438,1112,258
2023/01/09,990715,ST. JOHN'S / ILS OH4011,17,0,0
2022/05/19,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1749,1194,53
2022/09/21,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1421,846,262
2022/12/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1984,1869,20
2022/05/05,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,733,578,88
2022/07/22,800214,ST JOHN'S / ILC 1240,144,135,1
2022/05/12,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1519,1101,117
2022/11/23,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1642,1197,343
2021/11/16,800509,TORONTO GW BMF / LPS 1021,2,1,0
2022/11/25,862380,TORONTO GW BMF / EUS SS 1023,30063,23743,4410
2022/07/14,800509,TORONTO GW BMF / LPS 1021,19447,15943,2713
2022/11/03,862380,TORONTO GW BMF / EUS SS 1023,19416,15189,2883
2022/07/25,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1199,1079,26
2023/03/06,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1422,961,7
2023/05/10,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,766,562,36
2022/08/08,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,693,595,11
2021/06/07,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2023/01/09,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1106,1024,35
2022/01/07,800509,TORONTO GW BMF / LPS 1021,3,1,2
2023/01/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1771,1435,63
2022/09/08,800214,ST JOHN'S / ILC 1240,330,323,2
2022/05/13,800214,ST JOHN'S / ILC 1240,222,212,1
2023/03/06,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1078,921,9
2022/09/27,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1377,779,90
2022/04/26,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,9,2,3
2023/03/29,990715,ST. JOHN'S / ILS OH4011,6,0,0
2021/12/14,800214,ST JOHN'S / ILC 1240,1,1,0
2023/05/02,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1887,1130,149
2022/10/11,862380,TORONTO GW BMF / EUS SS 1023,14988,11717,2138
2023/05/19,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,3,2,1
2022/07/25,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1070,833,17
2022/09/09,862380,TORONTO GW BMF / EUS SS 1023,24083,16337,5874
2022/07/29,862380,TORONTO GW BMF / EUS SS 1023,24285,19512,3822
2022/09/07,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1471,824,362
2022/07/15,800214,ST JOHN'S / ILC 1240,141,118,13
2022/04/12,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,0,0
2022/07/18,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1084,1044,10
2022/04/14,990706,BSS 1330 ST JOHN'S ORIGINATING,3,1,1
2022/09/06,990706,BSS 1330 ST JOHN'S ORIGINATING,982,693,145
2022/07/05,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1163,900,125
2023/02/08,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1142,567,290
2022/05/06,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,981,823,37
2022/10/04,862380,TORONTO GW BMF / EUS SS 1023,18766,12285,5094
2023/04/25,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1232,626,132
2022/04/05,990715,ST. JOHN'S / ILS OH4011,2,0,0
2022/07/13,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,857,520,64
2023/01/10,990715,ST. JOHN'S / ILS OH4011,15,0,0
2022/03/29,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,0
2021/08/17,800214,ST JOHN'S / ILC 1240,1,1,0
2023/03/22,990715,ST. JOHN'S / ILS OH4011,9,0,0
2022/03/23,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,1
2022/06/08,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1262,1009,30
2022/03/03,990706,BSS 1330 ST JOHN'S ORIGINATING,1,0,1
2022/11/02,862380,TORONTO GW BMF / EUS SS 1023,23707,18932,3422
2021/12/02,862380,TORONTO GW BMF / EUS SS 1023,3,2,0
2021/06/08,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,0,0
2022/08/25,990715,ST. JOHN'S / ILS OH4011,5,0,0
2022/06/27,800214,ST JOHN'S / ILC 1240,187,179,2
2022/09/15,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,777,581,38
2023/01/02,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,162,21,22
2021/12/16,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,4,1,1
2023/03/30,800214,ST JOHN'S / ILC 1240,806,667,133
2023/03/10,800509,TORONTO GW BMF / LPS 1021,17851,14918,1968
2022/10/19,990715,ST. JOHN'S / ILS OH4011,11,0,0
2022/11/10,990706,BSS 1330 ST JOHN'S ORIGINATING,568,415,51
2022/11/25,990715,ST. JOHN'S / ILS OH4011,7,0,0
2022/10/20,800214,ST JOHN'S / ILC 1240,1128,723,376
2022/11/22,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1506,846,576
2022/10/24,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,940,928,2
2022/08/11,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,959,849,59
2022/04/13,862380,TORONTO GW BMF / EUS SS 1023,31,18,10
2023/05/08,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,858,722,16
2022/10/12,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2818,2088,192
2022/08/09,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1496,1176,46
2022/10/31,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1188,1133,34
2023/02/07,990706,BSS 1330 ST JOHN'S ORIGINATING,919,447,283
2022/10/14,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1912,1189,317
2023/02/22,800509,TORONTO GW BMF / LPS 1021,18785,14708,3051
2023/03/02,990706,BSS 1330 ST JOHN'S ORIGINATING,489,372,11
2022/10/11,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1328,1234,22
2022/05/13,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,579,380,90
2023/04/28,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1004,732,59
2021/11/18,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,1,0
2022/12/22,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,792,632,128
2023/02/27,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1227,1156,10
2023/04/13,800509,TORONTO GW BMF / LPS 1021,30382,19107,9992
2022/01/11,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,5,5,0
2022/06/27,990706,BSS 1330 ST JOHN'S ORIGINATING,453,327,2
2022/07/28,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,882,751,46
2023/01/09,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1277,1099,61
2022/07/18,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,562,471,11
2023/04/19,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,586,483,58
2022/10/19,862380,TORONTO GW BMF / EUS SS 1023,27739,19128,7696
2023/05/18,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,3,2,1
2022/02/11,862380,TORONTO GW BMF / EUS SS 1023,3,0,1
2022/07/07,800214,ST JOHN'S / ILC 1240,173,149,5
2021/09/09,862380,TORONTO GW BMF / EUS SS 1023,1,1,0
2021/12/01,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,6,4,1
2022/10/04,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2577,1507,433
2021/06/15,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,0,0
2021/12/20,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2,1,0
2022/09/21,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1860,1084,110
2021/07/02,800509,TORONTO GW BMF / LPS 1021,1,1,0
2022/05/20,990706,BSS 1330 ST JOHN'S ORIGINATING,310,130,69
2023/04/17,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,833,645,31
2023/04/12,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,3082,1446,658
2021/12/14,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,6,5,0
2022/12/26,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,85,80,0
2022/11/01,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2582,1623,216
2023/03/23,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,704,532,98
2022/09/09,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1145,802,131
2022/07/25,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1071,984,19
2023/04/14,800214,ST JOHN'S / ILC 1240,322,250,51
2022/05/16,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,897,834,34
2023/05/03,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1490,974,59
2022/05/23,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,137,122,13
2022/12/14,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2847,2071,532
2023/03/21,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2944,1054,886
2022/08/22,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,658,528,13
2022/05/27,990715,ST. JOHN'S / ILS OH4011,1,0,0
2022/12/12,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1509,1470,7
2023/01/16,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,926,881,14
2022/07/21,990706,BSS 1330 ST JOHN'S ORIGINATING,270,166,9
2022/07/21,800509,TORONTO GW BMF / LPS 1021,14755,13214,1210
2022/02/04,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2022/04/21,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,4,3,0
2023/03/08,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1550,1056,135
2022/04/28,990715,ST. JOHN'S / ILS OH4011,1,0,0
2023/02/28,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1122,737,177
2022/03/22,800509,TORONTO GW BMF / LPS 1021,2,0,2
2023/03/22,990706,BSS 1330 ST JOHN'S ORIGINATING,753,563,87
2022/11/22,990706,BSS 1330 ST JOHN'S ORIGINATING,256,135,44
2022/09/28,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,970,354,17
2022/10/07,862380,TORONTO GW BMF / EUS SS 1023,17794,13010,3015
2022/07/06,862380,TORONTO GW BMF / EUS SS 1023,25953,17359,6981
2023/04/24,800509,TORONTO GW BMF / LPS 1021,19151,18067,386
2021/08/09,800509,TORONTO GW BMF / LPS 1021,1,0,1
2023/02/27,990715,ST. JOHN'S / ILS OH4011,13,0,0
2023/03/21,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2192,1017,449
2023/01/05,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1545,914,547
2023/03/08,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1337,915,137
2022/07/22,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,952,775,37
2023/05/04,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,2,1,1
2022/05/05,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1246,879,33
2022/01/28,862380,TORONTO GW BMF / EUS SS 1023,3,0,0
2022/11/17,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2549,1133,888
2021/12/28,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,1,0
2023/02/24,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,409,258,110
2022/08/23,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1505,975,119
2022/06/22,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1283,847,199
2023/01/17,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1255,834,153
2023/05/12,862380,TORONTO GW BMF / EUS SS 1023,10102,6261,3644
2022/11/15,990706,BSS 1330 ST JOHN'S ORIGINATING,698,480,22
2022/06/21,800214,ST JOHN'S / ILC 1240,134,120,0
2023/01/31,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1371,903,215
2022/12/28,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1388,1334,20
2022/04/27,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,8,5,2
2023/03/27,800214,ST JOHN'S / ILC 1240,704,656,42
2023/04/17,862380,TORONTO GW BMF / EUS SS 1023,12348,10843,991
2022/09/26,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1027,801,12
2022/10/31,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1040,989,13
2022/07/25,990715,ST. JOHN'S / ILS OH4011,7,0,0
2023/03/16,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1780,1245,143
2021/10/18,862380,TORONTO GW BMF / EUS SS 1023,1,1,0
2023/04/13,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1265,882,140
2023/01/04,862380,TORONTO GW BMF / EUS SS 1023,37190,25677,9686
2022/11/08,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1673,1011,304
2022/04/08,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,0,1
2022/12/07,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2611,1961,470
2022/11/04,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,802,563,76
2022/09/12,800214,ST JOHN'S / ILC 1240,505,498,3
2023/02/14,800509,TORONTO GW BMF / LPS 1021,31788,22801,7421
2023/03/06,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,795,656,16
2022/01/04,800509,TORONTO GW BMF / LPS 1021,18,7,0
2022/09/19,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,116,97,13
2022/12/27,800509,TORONTO GW BMF / LPS 1021,8539,7198,863
2023/04/10,990706,BSS 1330 ST JOHN'S ORIGINATING,389,224,3
2022/08/15,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,830,684,114
2023/03/14,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1053,464,61
2022/09/19,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,231,200,22
2023/04/18,990706,BSS 1330 ST JOHN'S ORIGINATING,557,338,83
2021/12/24,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,1,0
2023/02/06,800509,TORONTO GW BMF / LPS 1021,16991,15487,719
2022/12/30,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1314,944,228
2022/12/19,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1768,1549,169
2021/11/15,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,6,6,0
2022/07/18,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,969,906,30
2022/08/09,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1753,1112,191
2022/11/23,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1600,1012,523
2022/08/25,800214,ST JOHN'S / ILC 1240,170,167,1
2022/10/12,800214,ST JOHN'S / ILC 1240,741,729,5
2022/07/07,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,521,213,85
2022/07/11,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,857,812,29
2022/06/22,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1107,780,144
2023/01/05,800214,ST JOHN'S / ILC 1240,947,795,140
2022/11/03,990715,ST. JOHN'S / ILS OH4011,14,0,0
2023/05/26,800509,TORONTO GW BMF / LPS 1021,9,5,4
2022/05/09,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,407,371,14
2023/01/30,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,894,631,9
2022/05/24,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,985,928,24
2021/12/01,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2,1,0
2021/12/30,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,1,0
2023/01/13,990706,BSS 1330 ST JOHN'S ORIGINATING,496,369,18
2023/01/30,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,755,568,3
2023/01/09,862380,TORONTO GW BMF / EUS SS 1023,24423,21784,1733
2023/04/11,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,666,579,11
2022/11/28,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,745,621,20
2022/07/19,800214,ST JOHN'S / ILC 1240,160,153,1
2022/04/14,862380,TORONTO GW BMF / EUS SS 1023,32,25,4
2022/01/12,800509,TORONTO GW BMF / LPS 1021,2,0,0
2022/12/06,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1927,1174,588
2023/01/09,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,423,352,21
2021/06/11,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,0,0
2022/10/11,990706,BSS 1330 ST JOHN'S ORIGINATING,1124,751,186
2022/04/21,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,3,1,1
2021/12/08,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,8,6,0
2023/01/03,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1032,777,228
2022/04/05,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2,0,1
2022/08/23,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1502,928,167
2023/02/13,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,719,669,11
2023/04/18,862380,TORONTO GW BMF / EUS SS 1023,26944,19141,7019
2023/02/06,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1371,1055,8
2022/06/01,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,704,419,31
2022/05/11,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2203,1742,58
2021/12/22,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,1,0
2023/03/14,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2175,1411,169
2022/07/05,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1276,780,180
2022/09/26,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1006,788,13
2022/02/08,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,1
2022/05/06,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,809,603,29
2022/04/29,990715,ST. JOHN'S / ILS OH4011,4,0,0
2023/01/02,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,31,14,3
2022/09/05,990706,BSS 1330 ST JOHN'S ORIGINATING,35,0,0
2023/01/13,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,711,437,48
2022/04/27,800509,TORONTO GW BMF / LPS 1021,622,474,108
2023/01/09,800214,ST JOHN'S / ILC 1240,1222,1092,125
2022/11/10,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1262,756,161
2023/03/03,800214,ST JOHN'S / ILC 1240,379,373,1
2022/04/20,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,4,1,3
2021/06/16,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2022/09/28,990715,ST. JOHN'S / ILS OH4011,8,0,0
2023/02/13,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,701,648,11
2023/03/30,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,769,607,27
2023/02/23,990706,BSS 1330 ST JOHN'S ORIGINATING,1032,575,225
2022/04/06,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2021/12/02,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,2,1,0
2022/08/29,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,864,811,22
2022/08/16,862380,TORONTO GW BMF / EUS SS 1023,22130,16893,4080
2022/04/20,800509,TORONTO GW BMF / LPS 1021,36,16,15
2022/12/23,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,335,292,9
2023/05/05,990706,BSS 1330 ST JOHN'S ORIGINATING,711,448,38
2023/04/18,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1410,971,209
2022/09/22,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1780,1137,262
2022/08/25,862380,TORONTO GW BMF / EUS SS 1023,14748,11150,2841
2022/04/07,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,0,1
2023/02/01,990706,BSS 1330 ST JOHN'S ORIGINATING,592,447,18
2022/03/02,862380,TORONTO GW BMF / EUS SS 1023,1,0,0
2023/02/15,800509,TORONTO GW BMF / LPS 1021,23590,19204,3428
2023/05/18,990706,BSS 1330 ST JOHN'S ORIGINATING,70,5,1
2022/09/27,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2064,1530,228
2023/05/18,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,0,1
2021/11/22,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,5,2,0
2022/05/16,800214,ST JOHN'S / ILC 1240,284,263,16
2022/12/02,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2460,1267,1091
2023/02/08,990715,ST. JOHN'S / ILS OH4011,17,0,0
2022/09/13,862380,TORONTO GW BMF / EUS SS 1023,20233,14590,3896
2022/06/03,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1155,983,37
2021/12/06,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2022/07/06,990715,ST. JOHN'S / ILS OH4011,1,0,0
