PLT_IND_DTM,RELATED_SCAN_WC,WORK_CENTRE_NAME_EN,TOTAL_PROCESSED,PROCESSED_OT,PROCESSED_LATE
2021/12/21,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,5,4,0
2022/10/24,800509,TORONTO GW BMF / LPS 1021,14536,13580,651
2022/08/05,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,970,584,73
2023/04/03,800214,ST JOHN'S / ILC 1240,1079,1021,55
2022/07/28,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,948,745,20
2022/10/05,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,919,549,148
2022/09/16,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1247,1026,85
2022/05/13,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1060,924,36
2022/04/25,990706,BSS 1330 ST JOHN'S ORIGINATING,82,61,4
2022/08/01,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,157,155,0
2022/10/17,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1318,1225,60
2022/06/13,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1032,950,19
2022/05/19,990715,ST. JOHN'S / ILS OH4011,8,0,0
2023/03/24,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1343,681,93
2023/05/03,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1240,737,76
2022/10/17,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,850,789,4
2023/05/01,800214,ST JOHN'S / ILC 1240,1001,947,46
2022/06/06,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1089,1011,23
2022/09/16,862380,TORONTO GW BMF / EUS SS 1023,18426,14640,2904
2022/11/21,990715,ST. JOHN'S / ILS OH4011,3,0,0
2022/10/18,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2340,1499,476
2022/11/14,800214,ST JOHN'S / ILC 1240,971,941,25
2022/08/29,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1196,1141,12
2023/03/15,800214,ST JOHN'S / ILC 1240,328,323,1
2022/11/15,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1424,588,445
2023/01/26,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,995,761,65
2022/11/18,990706,BSS 1330 ST JOHN'S ORIGINATING,409,283,45
2023/01/13,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1193,1029,25
2022/11/29,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2695,1550,787
2022/12/28,800214,ST JOHN'S / ILC 1240,1220,1032,185
2022/07/26,862380,TORONTO GW BMF / EUS SS 1023,30410,21961,6373
2023/03/28,800509,TORONTO GW BMF / LPS 1021,30262,21886,6946
2022/06/23,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1185,836,39
2023/03/07,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1346,958,229
2022/08/18,990715,ST. JOHN'S / ILS OH4011,7,0,0
2022/06/21,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1923,1236,334
2022/10/26,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1987,1533,144
2022/10/26,990715,ST. JOHN'S / ILS OH4011,11,0,0
2022/11/17,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2342,1185,561
2022/11/16,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2367,869,1037
2022/05/05,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,898,548,38
2022/07/04,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,481,410,51
2022/05/12,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,463,174,19
2022/09/28,800214,ST JOHN'S / ILC 1240,378,370,1
2022/05/10,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1248,811,71
2021/12/17,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,1,0
2021/06/07,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,1,0
2022/12/30,800509,TORONTO GW BMF / LPS 1021,31545,21664,8546
2023/04/21,990706,BSS 1330 ST JOHN'S ORIGINATING,611,435,27
2021/12/16,862380,TORONTO GW BMF / EUS SS 1023,6,3,1
2022/12/14,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2515,1740,473
2023/03/28,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2114,1278,263
2022/06/16,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,871,593,172
2022/12/08,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2214,1791,283
2022/05/30,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1014,892,28
2022/06/29,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1391,1109,67
2023/05/24,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2,0,2
2022/12/21,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,991,709,159
2022/05/16,990706,BSS 1330 ST JOHN'S ORIGINATING,552,312,130
2022/11/01,800509,TORONTO GW BMF / LPS 1021,30395,21796,7033
2022/10/27,990715,ST. JOHN'S / ILS OH4011,3,0,0
2023/01/12,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1167,875,36
2023/05/11,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1604,1049,38
2023/05/04,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1635,1114,72
2023/02/10,800509,TORONTO GW BMF / LPS 1021,18580,14945,2859
2023/02/24,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,592,446,54
2023/05/01,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,958,881,32
2023/02/21,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,548,369,167
2022/06/03,862380,TORONTO GW BMF / EUS SS 1023,14033,12263,1172
2021/11/26,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,3,1,0
2022/08/24,990706,BSS 1330 ST JOHN'S ORIGINATING,396,260,11
2021/07/06,862380,TORONTO GW BMF / EUS SS 1023,3,3,0
2022/09/26,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1266,957,32
2023/01/13,800214,ST JOHN'S / ILC 1240,353,337,2
2022/12/15,800509,TORONTO GW BMF / LPS 1021,27682,22045,4362
2022/07/22,990706,BSS 1330 ST JOHN'S ORIGINATING,272,200,6
2023/03/29,800214,ST JOHN'S / ILC 1240,968,951,8
2022/10/10,990715,ST. JOHN'S / ILS OH4011,1,0,0
2022/10/17,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1284,1238,34
2023/03/28,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1595,1168,88
2022/05/09,990715,ST. JOHN'S / ILS OH4011,6,0,0
2022/05/12,990715,ST. JOHN'S / ILS OH4011,4,0,0
2021/11/08,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2,0,0
2023/02/01,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1441,907,44
2022/08/31,862380,TORONTO GW BMF / EUS SS 1023,19775,13675,5139
2023/04/17,990706,BSS 1330 ST JOHN'S ORIGINATING,973,732,54
2022/09/30,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,182,39,124
2023/05/19,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,1
2022/04/25,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,0,1
2022/07/06,800214,ST JOHN'S / ILC 1240,169,153,3
2022/06/23,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,788,477,38
2022/07/29,800214,ST JOHN'S / ILC 1240,527,252,265
2022/11/25,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1318,1198,51
2021/12/20,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,0,0
2023/02/21,800509,TORONTO GW BMF / LPS 1021,17936,14513,2705
2022/07/29,990715,ST. JOHN'S / ILS OH4011,9,0,0
2022/03/18,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,0,1
2022/06/10,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,697,483,34
2023/03/16,800509,TORONTO GW BMF / LPS 1021,21730,16614,3948
2023/03/17,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1101,874,56
2023/05/12,800214,ST JOHN'S / ILC 1240,446,432,4
2023/04/04,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2162,1544,175
2022/06/15,990715,ST. JOHN'S / ILS OH4011,10,0,0
2023/04/20,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,250,187,18
2022/12/08,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1525,1223,160
2022/05/27,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1171,802,202
2023/03/07,800214,ST JOHN'S / ILC 1240,572,539,30
2023/04/28,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1672,1089,120
2023/03/21,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2218,1398,439
2022/07/06,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1381,916,173
2021/12/02,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,5,4,0
2022/08/02,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1210,1087,30
2022/11/29,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1560,854,413
2022/09/20,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1128,977,117
2022/12/20,990706,BSS 1330 ST JOHN'S ORIGINATING,821,572,106
2021/08/31,800509,TORONTO GW BMF / LPS 1021,2,2,0
2022/05/17,862380,TORONTO GW BMF / EUS SS 1023,28571,22060,4761
2023/03/09,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1740,1150,132
2021/07/30,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,0,0
2022/04/04,800509,TORONTO GW BMF / LPS 1021,9,4,0
2021/09/27,862380,TORONTO GW BMF / EUS SS 1023,1,1,0
2023/03/17,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1488,1011,89
2022/03/24,800509,TORONTO GW BMF / LPS 1021,5,2,1
2022/06/15,800214,ST JOHN'S / ILC 1240,168,154,1
2022/11/18,800214,ST JOHN'S / ILC 1240,377,345,9
2021/11/25,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,0,0
2021/11/19,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2,1,0
2022/11/07,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1121,1040,13
2022/06/03,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,747,581,68
2021/12/30,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,8,4,2
2022/11/30,990706,BSS 1330 ST JOHN'S ORIGINATING,759,558,73
2022/04/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,4,1,3
2022/06/02,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,721,421,41
2023/03/29,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,756,364,91
2022/06/30,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1190,896,38
2023/03/13,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,499,460,15
2022/08/31,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1151,821,67
2022/04/20,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,9,0,5
2022/06/15,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1191,774,35
2023/02/01,800214,ST JOHN'S / ILC 1240,925,915,4
2022/04/07,800509,TORONTO GW BMF / LPS 1021,6,3,1
2021/12/30,800509,TORONTO GW BMF / LPS 1021,3,1,0
2022/09/23,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2114,1673,188
2022/05/02,800509,TORONTO GW BMF / LPS 1021,10413,10009,259
2022/05/13,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1009,800,65
2022/05/04,862380,TORONTO GW BMF / EUS SS 1023,31240,22432,7332
2022/11/30,800214,ST JOHN'S / ILC 1240,639,538,65
2023/05/12,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1271,741,6
2022/07/21,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1586,1298,23
2022/05/16,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1105,868,55
2023/02/27,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,264,152,7
2022/10/18,990706,BSS 1330 ST JOHN'S ORIGINATING,597,356,30
2023/05/02,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1947,1655,58
2022/08/24,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1275,831,59
2022/09/19,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,192,157,4
2022/11/22,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,2895,2097,688
2022/07/15,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1149,981,50
2023/03/06,990715,ST. JOHN'S / ILS OH4011,11,0,0
2022/06/30,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,697,561,25
2023/03/01,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1192,716,146
2022/10/26,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1449,1089,92
2023/03/29,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,746,428,146
2022/07/29,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1008,686,50
2023/05/24,800214,ST JOHN'S / ILC 1240,1,1,0
2022/06/01,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1035,755,51
2022/05/30,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1291,1112,79
2022/06/06,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1359,1070,20
2021/12/03,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,1,0
2023/01/04,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2370,1496,551
2022/10/05,990706,BSS 1330 ST JOHN'S ORIGINATING,762,456,36
2022/04/29,800214,ST JOHN'S / ILC 1240,81,59,17
2023/03/09,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2448,1507,413
2023/03/24,4588,St.Johns PCU,34,0,1
2021/11/25,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,1,0
2022/05/26,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2003,1265,156
2021/07/08,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,0,0
2022/10/21,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1843,1397,80
2023/03/13,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,128,94,10
2021/09/01,862380,TORONTO GW BMF / EUS SS 1023,3,3,0
2022/11/10,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1315,954,129
2022/08/03,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1600,924,148
2022/06/15,990706,BSS 1330 ST JOHN'S ORIGINATING,325,188,18
2022/08/02,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1372,1150,44
2022/08/26,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,531,351,86
2022/08/12,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,530,370,70
2023/04/13,862380,TORONTO GW BMF / EUS SS 1023,22675,15860,5863
2023/04/14,990715,ST. JOHN'S / ILS OH4011,18,0,0
2023/04/04,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1222,908,130
2022/06/27,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,856,614,22
2022/05/11,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,877,524,10
2022/11/10,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1697,1149,252
2021/12/17,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,4,3,0
2022/05/10,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2114,1703,170
2022/01/04,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,3,2,0
2023/05/11,800509,TORONTO GW BMF / LPS 1021,19357,17854,953
2021/12/31,862380,TORONTO GW BMF / EUS SS 1023,7,6,1
2022/10/25,800509,TORONTO GW BMF / LPS 1021,29840,20921,7183
2022/07/12,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1122,799,113
2022/08/17,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,991,536,35
2022/10/03,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,978,933,19
2022/08/08,800509,TORONTO GW BMF / LPS 1021,11588,10445,851
2022/03/29,800214,ST JOHN'S / ILC 1240,1,0,1
2022/01/11,800509,TORONTO GW BMF / LPS 1021,3,3,0
2023/01/19,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1778,1246,33
2023/03/14,800214,ST JOHN'S / ILC 1240,556,517,32
2021/11/10,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1,0,0
2022/11/14,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,463,376,11
2022/11/29,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,2196,1057,424
2022/04/04,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,1
2023/02/14,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2193,1422,318
2023/01/17,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2272,1279,259
2021/12/29,800214,ST JOHN'S / ILC 1240,1,1,0
2023/05/23,862380,TORONTO GW BMF / EUS SS 1023,38,28,9
2022/10/11,800214,ST JOHN'S / ILC 1240,1275,1148,126
2022/12/29,990706,BSS 1330 ST JOHN'S ORIGINATING,1362,738,290
2022/09/30,862380,TORONTO GW BMF / EUS SS 1023,1668,515,1067
2023/04/10,800214,ST JOHN'S / ILC 1240,207,203,0
2023/03/22,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,884,674,64
2023/04/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,411,139,52
2022/11/04,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,724,517,13
2022/08/29,990715,ST. JOHN'S / ILS OH4011,2,0,0
2022/09/08,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1114,568,206
2022/11/17,800509,TORONTO GW BMF / LPS 1021,32343,18056,13110
2022/04/28,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,25,15,6
2022/01/26,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,1,0
2023/05/16,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,63,3,4
2023/05/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,950,574,42
2021/12/27,800509,TORONTO GW BMF / LPS 1021,3,2,0
2021/11/15,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,1,0
2021/12/02,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,1,0
2022/05/02,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,301,289,5
2022/11/01,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2698,1899,252
2022/09/06,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1007,901,26
2022/12/02,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1915,1006,843
2021/12/13,862380,TORONTO GW BMF / EUS SS 1023,3,3,0
2023/01/05,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2036,1536,276
2021/11/24,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,4,1,0
2022/11/18,862380,TORONTO GW BMF / EUS SS 1023,34008,20797,10810
2021/09/28,862380,TORONTO GW BMF / EUS SS 1023,3,3,0
2022/08/23,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1564,917,308
2023/01/24,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2507,1357,194
2022/07/26,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1656,1176,208
2022/03/02,800509,TORONTO GW BMF / LPS 1021,2,0,0
2022/12/27,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,677,429,121
2022/06/14,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1695,1255,84
2023/01/04,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2555,1418,477
2023/02/21,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,647,434,197
2022/01/27,862380,TORONTO GW BMF / EUS SS 1023,1,0,0
2022/07/14,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,768,507,144
2022/11/15,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1892,1229,424
2022/06/21,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1452,1080,102
2021/06/02,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,1,0
2023/03/21,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1716,1216,107
2023/03/13,800509,TORONTO GW BMF / LPS 1021,11367,10102,319
2022/09/06,800509,TORONTO GW BMF / LPS 1021,16397,15413,766
2022/10/27,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1577,1388,73
2021/07/06,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,0,0
2022/11/30,990715,ST. JOHN'S / ILS OH4011,3,0,0
2023/03/23,990706,BSS 1330 ST JOHN'S ORIGINATING,712,455,20
2022/08/16,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1178,831,85
2022/11/09,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1367,788,235
2023/01/25,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,901,661,55
2022/09/19,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,338,330,1
2023/01/24,862380,TORONTO GW BMF / EUS SS 1023,25403,17499,6745
2023/03/14,990715,ST. JOHN'S / ILS OH4011,3,0,0
2022/12/13,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1421,715,501
2022/11/10,862380,TORONTO GW BMF / EUS SS 1023,29942,22723,5593
2022/12/08,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2019,1686,259
2022/06/02,800509,TORONTO GW BMF / LPS 1021,16125,13420,2446
2022/07/01,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,1
2022/09/16,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1602,1320,44
2023/03/14,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,834,426,65
2023/01/10,990706,BSS 1330 ST JOHN'S ORIGINATING,95,0,2
2022/07/07,990706,BSS 1330 ST JOHN'S ORIGINATING,265,214,7
2022/06/21,800509,TORONTO GW BMF / LPS 1021,27431,20518,6268
2022/05/13,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1344,899,64
2021/11/09,800509,TORONTO GW BMF / LPS 1021,3,1,0
2022/05/30,990706,BSS 1330 ST JOHN'S ORIGINATING,424,375,7
2023/02/28,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1055,598,309
2023/03/01,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1104,561,208
2023/02/27,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,431,406,4
2022/09/30,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,61,24,23
2022/12/02,800214,ST JOHN'S / ILC 1240,528,453,48
2022/08/08,862380,TORONTO GW BMF / EUS SS 1023,11989,9019,1663
2022/01/07,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,0,0
2023/04/17,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,760,705,4
2022/06/10,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1513,1195,37
2022/06/29,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1372,968,105
2022/04/29,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,79,59,8
2022/06/14,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1141,981,39
2022/03/24,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,0,0
2023/01/20,800214,ST JOHN'S / ILC 1240,684,667,2
2021/06/03,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,0
2022/05/05,862380,TORONTO GW BMF / EUS SS 1023,23468,18797,3337
2022/09/01,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,576,309,88
2022/11/21,862380,TORONTO GW BMF / EUS SS 1023,12610,10691,1009
2022/10/25,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1272,660,100
2022/12/21,990715,ST. JOHN'S / ILS OH4011,3,0,0
2022/09/13,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1782,1145,292
2023/03/28,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1192,776,151
2022/04/18,800214,ST JOHN'S / ILC 1240,1,0,0
2022/12/16,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1665,1282,159
2022/10/26,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1906,1606,80
2021/06/09,800509,TORONTO GW BMF / LPS 1021,1,1,0
2022/08/02,800214,ST JOHN'S / ILC 1240,226,203,20
2022/10/26,862380,TORONTO GW BMF / EUS SS 1023,24798,17258,6049
2022/01/13,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,2,1,0
2022/06/06,800509,TORONTO GW BMF / LPS 1021,15925,14803,919
2023/03/31,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1115,837,50
2022/12/16,990715,ST. JOHN'S / ILS OH4011,2,0,0
2022/05/30,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,984,881,52
2022/09/02,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1246,898,88
2021/12/21,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,0,0
2022/08/16,800509,TORONTO GW BMF / LPS 1021,27005,21414,4782
2022/09/01,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,871,604,7
2022/07/26,990715,ST. JOHN'S / ILS OH4011,4,0,0
2022/06/20,800214,ST JOHN'S / ILC 1240,238,229,6
2022/10/07,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,716,450,24
2022/08/04,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1177,690,259
2021/12/30,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,6,3,0
2021/12/30,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,3,0,1
2022/12/19,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1051,992,27
2022/10/19,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1559,1011,102
2022/07/08,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,633,501,67
2022/10/26,990706,BSS 1330 ST JOHN'S ORIGINATING,535,364,20
2023/04/12,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2371,1137,418
2021/12/15,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,4,4,0
2022/11/24,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1073,731,74
2022/07/28,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1598,1128,42
2022/08/10,800214,ST JOHN'S / ILC 1240,163,156,0
