Plant_Postal_Code,Plant_Name,Fiscal_Year,Fiscal_Week_Number,Production_Day_Of_Week_Number,Shift_Date,Shift_Number,Business_Process_Number,BP_English_Name,Reporting_Type_English_Name,Plant_Volume,Worked_Hour
A1B 3R0,St. John's MPP,2019,12,7,2019/03/23,3,1044414,Manual Packets,Process,324,2
A1B 3R0,St. John's MPP,2019,13,1,2019/03/24,3,1044414,Manual Packets,Process,1150,0.516666
A1B 3R0,St. John's MPP,2019,13,1,2019/03/25,1,1044414,Manual Packets,Process,40,3.533332
A1B 3R0,St. John's MPP,2019,13,2,2019/03/25,2,1044414,Manual Packets,Process,1528,17.633328
A1B 3R0,St. John's MPP,2019,13,2,2019/03/25,3,1044414,Manual Packets,Process,1118,12.48333
A1B 3R0,St. John's MPP,2019,13,2,2019/03/26,1,1044414,Manual Packets,Process,1348,15.716662
A1B 3R0,St. John's MPP,2019,13,3,2019/03/26,2,1044414,Manual Packets,Process,6103,34.949993
A1B 3R0,St. John's MPP,2019,13,3,2019/03/26,3,1044414,Manual Packets,Process,5278,19.933328
A1B 3R0,St. John's MPP,2019,13,3,2019/03/27,1,1044414,Manual Packets,Process,1901,8.899995
A1B 3R0,St. John's MPP,2019,13,4,2019/03/27,2,1044414,Manual Packets,Process,7147,44.549994
A1B 3R0,St. John's MPP,2019,13,4,2019/03/27,3,1044414,Manual Packets,Process,1632,6.98333
A1B 3R0,St. John's MPP,2019,13,4,2019/03/28,1,1044414,Manual Packets,Process,200,6.983331
A1B 3R0,St. John's MPP,2019,13,5,2019/03/28,2,1044414,Manual Packets,Process,5022,47.966658
A1B 3R0,St. John's MPP,2019,13,5,2019/03/28,3,1044414,Manual Packets,Process,1610,13.599995
A1B 3R0,St. John's MPP,2019,13,5,2019/03/29,1,1044414,Manual Packets,Process,1707,14.383328
A1B 3R0,St. John's MPP,2019,13,6,2019/03/29,2,1044414,Manual Packets,Process,4730,31.416657
A1B 3R0,St. John's MPP,2019,13,6,2019/03/29,3,1044414,Manual Packets,Process,1983,13.649996
A1B 3R0,St. John's MPP,2019,13,7,2019/03/30,2,1044414,Manual Packets,Process,4641,12.116664
A1B 3R0,St. John's MPP,2019,13,7,2019/03/30,3,1044414,Manual Packets,Process,92,0.15
A1B 3R0,St. John's MPP,2019,14,1,2019/03/31,3,1044414,Manual Packets,Process,5612,16.433327
A1B 3R0,St. John's MPP,2019,14,1,2019/04/01,1,1044414,Manual Packets,Process,1063,8.299998
A1B 3R0,St. John's MPP,2019,14,2,2019/04/01,2,1044414,Manual Packets,Process,2762,15.366665
A1B 3R0,St. John's MPP,2019,14,2,2019/04/01,3,1044414,Manual Packets,Process,3382,12.383327
A1B 3R0,St. John's MPP,2019,14,2,2019/04/02,1,1044414,Manual Packets,Process,485,6.08333
A1B 3R0,St. John's MPP,2019,14,3,2019/04/02,2,1044414,Manual Packets,Process,5934,34.733327
A1B 3R0,St. John's MPP,2019,14,3,2019/04/02,3,1044414,Manual Packets,Process,1288,6.849999
A1B 3R0,St. John's MPP,2019,14,3,2019/04/03,1,1044414,Manual Packets,Process,1288,10.149998
A1B 3R0,St. John's MPP,2019,14,4,2019/04/03,2,1044414,Manual Packets,Process,6777,32.699993
A1B 3R0,St. John's MPP,2019,14,4,2019/04/03,3,1044414,Manual Packets,Process,2947,30.999996
A1B 3R0,St. John's MPP,2019,14,4,2019/04/04,1,1044414,Manual Packets,Process,753,8.199996
A1B 3R0,St. John's MPP,2019,14,5,2019/04/04,2,1044414,Manual Packets,Process,4474,29.833327
A1B 3R0,St. John's MPP,2019,14,5,2019/04/04,3,1044414,Manual Packets,Process,517,7.016663
A1B 3R0,St. John's MPP,2019,14,5,2019/04/05,1,1044414,Manual Packets,Process,40,6.066664
A1B 3R0,St. John's MPP,2019,14,6,2019/04/05,2,1044414,Manual Packets,Process,3600,27.116661
A1B 3R0,St. John's MPP,2019,14,6,2019/04/05,3,1044414,Manual Packets,Process,1297,12.48333
A1B 3R0,St. John's MPP,2019,14,7,2019/04/06,2,1044414,Manual Packets,Process,3138,8.833331
