Plant_Postal_Code,Plant_Name,Fiscal_Year,Fiscal_Week_Number,Production_Day_Of_Week_Number,Shift_Date,Shift_Number,Business_Process_Number,BP_English_Name,Reporting_Type_English_Name,Plant_Volume,Worked_Hour
L5W 1B0,Toronto Gateway East,2022,18,2,2022/05/02,2,1044410,Induct Pcls EUS,Process,1475,13.333332
L5W 1B0,Toronto Gateway East,2022,18,2,2022/05/02,3,1044410,Induct Pcls EUS,Process,29342,90.26666
L5W 1B0,Toronto Gateway East,2022,18,2,2022/05/03,1,1044410,Induct Pcls EUS,Process,27453,75.716659
L5W 1B0,Toronto Gateway East,2022,18,3,2022/05/03,2,1044410,Induct Pcls EUS,Process,18068,75.649991
L5W 1B0,Toronto Gateway East,2022,18,3,2022/05/03,3,1044410,Induct Pcls EUS,Process,29033,87.666659
L5W 1B0,Toronto Gateway East,2022,18,3,2022/05/04,1,1044410,Induct Pcls EUS,Process,27826,84.583325
L5W 1B0,Toronto Gateway East,2022,18,4,2022/05/04,2,1044410,Induct Pcls EUS,Process,19202,70.783325
L5W 1B0,Toronto Gateway East,2022,18,4,2022/05/04,3,1044410,Induct Pcls EUS,Process,27936,93.233323
L5W 1B0,Toronto Gateway East,2022,18,4,2022/05/05,1,1044410,Induct Pcls EUS,Process,22542,60.449992
L5W 1B0,Toronto Gateway East,2022,18,5,2022/05/05,2,1044410,Induct Pcls EUS,Process,11468,61.033326
L5W 1B0,Toronto Gateway East,2022,18,5,2022/05/05,3,1044410,Induct Pcls EUS,Process,29953,77.799992
L5W 1B0,Toronto Gateway East,2022,18,5,2022/05/06,1,1044410,Induct Pcls EUS,Process,16761,62.666659
L5W 1B0,Toronto Gateway East,2022,18,6,2022/05/06,2,1044410,Induct Pcls EUS,Process,17168,45.533329
L5W 1B0,Toronto Gateway East,2022,18,6,2022/05/06,3,1044410,Induct Pcls EUS,Process,23636,41.599996
L5W 1B0,Toronto Gateway East,2022,18,7,2022/05/07,2,1044410,Induct Pcls EUS,Process,288,34.616663
L5W 1B0,Toronto Gateway East,2022,18,7,2022/05/07,3,1044410,Induct Pcls EUS,Process,9,
L5W 1B0,Toronto Gateway East,2022,18,7,2022/05/08,1,1044410,Induct Pcls EUS,Process,,0
L5W 1B0,Toronto Gateway East,2022,19,1,2022/05/08,2,1044404,Induct Parcels,Process,,26.749996
L5W 1B0,Toronto Gateway East,2022,19,1,2022/05/08,3,1044404,Induct Parcels,Process,38913,68.799993
L5W 1B0,Toronto Gateway East,2022,19,1,2022/05/09,1,1044404,Induct Parcels,Process,,19.049998
L5W 1B0,Toronto Gateway East,2022,19,2,2022/05/09,2,1044404,Induct Parcels,Process,2,12.183332
L5W 1B0,Toronto Gateway East,2022,19,2,2022/05/09,3,1044404,Induct Parcels,Process,52273,174.099982
L5W 1B0,Toronto Gateway East,2022,19,2,2022/05/10,1,1044404,Induct Parcels,Process,49737,148.999985
L5W 1B0,Toronto Gateway East,2022,19,3,2022/05/10,2,1044404,Induct Parcels,Process,29081,99.19999
L5W 1B0,Toronto Gateway East,2022,19,3,2022/05/10,3,1044404,Induct Parcels,Process,54066,166.399986
L5W 1B0,Toronto Gateway East,2022,19,3,2022/05/11,1,1044404,Induct Parcels,Process,35230,123.583323
L5W 1B0,Toronto Gateway East,2022,19,4,2022/05/11,2,1044404,Induct Parcels,Process,6,69.66666
L5W 1B0,Toronto Gateway East,2022,19,4,2022/05/11,3,1044404,Induct Parcels,Process,49859,121.466654
L5W 1B0,Toronto Gateway East,2022,19,4,2022/05/12,1,1044404,Induct Parcels,Process,30321,103.749991
L5W 1B0,Toronto Gateway East,2022,19,5,2022/05/12,2,1044404,Induct Parcels,Process,,44.199995
L5W 1B0,Toronto Gateway East,2022,19,5,2022/05/12,3,1044404,Induct Parcels,Process,51445,167.21665
L5W 1B0,Toronto Gateway East,2022,19,5,2022/05/13,1,1044404,Induct Parcels,Process,30466,84.566662
L5W 1B0,Toronto Gateway East,2022,19,6,2022/05/13,2,1044404,Induct Parcels,Process,,45.583329
L5W 1B0,Toronto Gateway East,2022,19,6,2022/05/13,3,1044404,Induct Parcels,Process,38102,102.533322
L5W 1B0,Toronto Gateway East,2022,19,6,2022/05/14,1,1044404,Induct Parcels,Process,35663,87.316659
L5W 1B0,Toronto Gateway East,2022,19,7,2022/05/14,2,1044404,Induct Parcels,Process,,29.366663
L5W 1B0,Toronto Gateway East,2022,19,1,2022/05/08,2,1044410,Induct Pcls EUS,Process,21882,27.499997
L5W 1B0,Toronto Gateway East,2022,19,1,2022/05/08,3,1044410,Induct Pcls EUS,Process,,18.866665
